Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,SPARK-27021,13218893,Leaking Netty event loop group for shuffle chunk fetch requests,attilapiros,attilapiros,Major,Resolved,Fixed,01/Mar/19 14:13,20/Dec/19 09:59,
Bug,SPARK-30293,13275180,In HiveThriftServer2 will remove wrong statement,,angerszhuuu,Major,Resolved,Not A Bug,18/Dec/19 07:49,19/Dec/19 05:02,
Bug,SPARK-29600,13264419,array_contains built in function is not backward compatible in 3.0,aman_omer,abhishek.akg,Major,Resolved,Fixed,25/Oct/19 06:28,18/Dec/19 05:40,
Bug,SPARK-30235,13274152,Keeping compatibility with 2.4 external shuffle service regarding host local shuffle blocks reading,attilapiros,attilapiros,Minor,Resolved,Fixed,12/Dec/19 13:35,17/Dec/19 18:33,
Bug,SPARK-30001,13270081,can't lookup v1 tables whose names specify the session catalog,imback82,cloud_fan,Major,Resolved,Fixed,22/Nov/19 12:14,17/Dec/19 04:44,
Bug,SPARK-30094,13271607,Current namespace is not used during table resolution,imback82,imback82,Major,Resolved,Fixed,02/Dec/19 03:46,17/Dec/19 03:15,
Bug,SPARK-30277,13274880,NoSuchMethodError in Spark 3.0.0-preview with Delta Lake,,xiaoxigua,Major,Resolved,Not A Problem,17/Dec/19 02:34,17/Dec/19 03:00,
Bug,SPARK-28430,13245640,Some stage table rows render wrong number of columns if tasks are missing metrics ,joshrosen,joshrosen,Major,Resolved,Fixed,18/Jul/19 00:03,17/Dec/19 01:51,
Bug,SPARK-30268,13274762,Incorrect pyspark package name when releasing preview version,yumwang,yumwang,Major,Resolved,Fixed,16/Dec/19 13:31,17/Dec/19 01:25,
Bug,SPARK-30104,13271816,global temp db name can be used as a table name under v2 catalog,imback82,imback82,Major,Resolved,Fixed,02/Dec/19 23:00,16/Dec/19 09:43,
Bug,SPARK-30259,13274526,CREATE TABLE throw error when session catalog specified,wwg28103,wwg28103,Major,Resolved,Fixed,14/Dec/19 03:23,16/Dec/19 06:02,
Bug,SPARK-30263,13274567,Don't log values of ignored non-Spark properties,srowen,srowen,Minor,Resolved,Fixed,14/Dec/19 13:43,14/Dec/19 21:14,
Bug,SPARK-30232,13274071,Fix the the ArthmeticException by zero when enable AQE,,Jk_Self,Major,Closed,Not A Problem,12/Dec/19 08:49,14/Dec/19 01:51,
Bug,SPARK-30167,13273174,Log4j configuration for REPL can't override the root logger properly.,sarutak,sarutak,Major,Resolved,Fixed,08/Dec/19 14:45,13/Dec/19 22:30,
Bug,SPARK-30248,13274310,DROP TABLE doesn't work if session catalog name is provided,imback82,imback82,Major,Resolved,Fixed,13/Dec/19 06:10,13/Dec/19 13:48,
Bug,SPARK-30079,13271351,Tests fail in environments with locale different from en_US,,iamatwork,Trivial,Resolved,Not A Problem,29/Nov/19 09:22,13/Dec/19 11:33,
Bug,SPARK-30198,13273529,BytesToBytesMap does not grow internal long array as expected,viirya,viirya,Major,Resolved,Fixed,10/Dec/19 06:12,13/Dec/19 07:25,
Bug,SPARK-30164,13272969,Exclude Hive domain in Unidoc build explicitly,Gengliang.Wang,Gengliang.Wang,Major,Resolved,Fixed,07/Dec/19 22:37,09/Dec/19 22:15,
Bug,SPARK-30145,13272652,sparkContext.addJar fails when file path contains spaces,,abhishek.akg,Minor,Resolved,Duplicate,06/Dec/19 05:09,09/Dec/19 13:39,
Bug,SPARK-30141,13272510,Fix QueryTest.checkAnswer usage,,yumwang,Major,Resolved,Duplicate,05/Dec/19 14:05,07/Dec/19 07:08,
Bug,SPARK-30099,13271650,Improve Analyzed Logical Plan as duplicate AnalysisExceptions are coming,aman_omer,jobitmathew,Minor,Resolved,Fixed,02/Dec/19 09:06,06/Dec/19 07:41,
Bug,SPARK-29953,13269195,File stream source cleanup options may break a file sink output,kabhwan,zsxwing,Major,Resolved,Fixed,18/Nov/19 23:14,06/Dec/19 05:55,
Bug,SPARK-30121,13272188,Fix memory usage in sbt build script,Qin Yao,Qin Yao,Trivial,Resolved,Fixed,04/Dec/19 11:22,05/Dec/19 17:51,
Bug,SPARK-30129,13272290,New auth engine does not keep client ID in TransportClient after auth,vanzin,vanzin,Major,Resolved,Fixed,04/Dec/19 17:36,05/Dec/19 17:03,
Bug,SPARK-30093,13271593,Improve error message for creating views,aman_omer,aman_omer,Major,Resolved,Fixed,02/Dec/19 03:02,05/Dec/19 07:29,
Bug,SPARK-27547,13229612,fix DataFrame self-join problems,cloud_fan,cloud_fan,Major,Resolved,Duplicate,23/Apr/19 13:30,04/Dec/19 04:21,
Bug,SPARK-29604,13264478,SessionState is initialized with isolated classloader for Hive if spark.sql.hive.metastore.jars is being set,kabhwan,kabhwan,Major,Resolved,Fixed,25/Oct/19 12:24,03/Dec/19 23:53,
Bug,SPARK-30083,13271458,visitArithmeticUnary should wrap PLUS case with UnaryPositive for type checking,Qin Yao,Qin Yao,Major,Resolved,Fixed,29/Nov/19 18:23,03/Dec/19 19:21,
Bug,SPARK-30025,13270426,Continuous shuffle block fetching should be disabled by default when the old fetch protocol is used,XuanYuan,XuanYuan,Major,Resolved,Fixed,25/Nov/19 11:59,02/Dec/19 14:34,
Bug,SPARK-30074,13271318,The maxNumPostShufflePartitions config should obey reducePostShufflePartitions enabled,XuanYuan,XuanYuan,Major,Resolved,Fixed,29/Nov/19 05:44,02/Dec/19 09:43,
Bug,SPARK-30050,13270813,analyze table and rename table should not erase the bucketing metadata at hive side,viirya,viirya,Major,Resolved,Fixed,26/Nov/19 21:43,02/Dec/19 06:01,
Bug,SPARK-30030,13270531,Use RegexChecker instead of TokenChecker to check `org.apache.commons.lang.`,dongjoon,dongjoon,Major,Resolved,Fixed,25/Nov/19 19:48,26/Nov/19 16:13,
Bug,SPARK-29681,13265478,"Spark Application UI- environment tab field ""value"" sort is not working ",prakharjain09,jobitmathew,Major,Resolved,Fixed,31/Oct/19 08:43,26/Nov/19 09:59,
Bug,SPARK-25923,13195796,SparkR UT Failure (checking CRAN incoming feasibility),viirya,dongjoon,Blocker,Resolved,Fixed,02/Nov/18 01:20,25/Nov/19 21:34,
Bug,SPARK-29971,13269535,Multiple possible buffer leaks in TransportFrameDecoder and TransportCipher,norman,norman,Major,Resolved,Fixed,20/Nov/19 08:42,25/Nov/19 18:15,
Bug,SPARK-29973,13269600,Use nano time to calculate 'processedRowsPerSecond' to avoid 'NaN'/'Infinity',uncleGen,uncleGen,Minor,Resolved,Fixed,20/Nov/19 14:11,25/Nov/19 01:52,
Bug,SPARK-29558,13263830,ResolveTables and ResolveRelations should be order-insensitive,cloud_fan,cloud_fan,Major,Resolved,Fixed,22/Oct/19 16:10,22/Nov/19 18:05,
Bug,SPARK-29962,13269306,Avoid changing merge join to broadcast join if one side is non-shuffle and the other side can be broadcast,,yumwang,Major,Resolved,Invalid,19/Nov/19 12:14,22/Nov/19 04:56,
Bug,SPARK-29874,13267955,Optimize Dataset.isEmpty(),angerszhuuu,angerszhuuu,Major,Resolved,Fixed,13/Nov/19 09:05,21/Nov/19 10:50,
Bug,SPARK-29951,13269154,Make the behavior of Postgre dialect independent of ansi mode config,XuanYuan,XuanYuan,Major,Resolved,Fixed,18/Nov/19 20:29,21/Nov/19 05:09,
Bug,SPARK-29932,13268892,lint-r should do non-zero exit in case of errors,dongjoon,dongjoon,Minor,Resolved,Fixed,17/Nov/19 04:30,19/Nov/19 19:32,
Bug,SPARK-29869,13267895,HiveMetastoreCatalog#convertToLogicalRelation throws AssertionError,cltlfcjin,yumwang,Major,Resolved,Fixed,13/Nov/19 03:12,19/Nov/19 07:23,
Bug,SPARK-29936,13268956,Fix SparkR lint errors and add lint-r GitHub Action,dongjoon,dongjoon,Minor,Resolved,Fixed,17/Nov/19 22:50,19/Nov/19 04:13,
Bug,SPARK-28467,13246226,Flaky test: org.apache.spark.SparkContextSuite.test driver discovery under local-cluster mode,,huangtianhua,Minor,Resolved,Duplicate,22/Jul/19 04:09,19/Nov/19 01:32,
Bug,SPARK-29569,13263993,doc build fails with `/api/scala/lib/jquery.js` doesn't exist,hyukjin.kwon,jiangxb1987,Blocker,Resolved,Fixed,23/Oct/19 10:26,18/Nov/19 12:10,
Bug,SPARK-28699,13250283,Cache an indeterminate RDD could lead to incorrect result while stage rerun,XuanYuan,XuanYuan,Blocker,Resolved,Fixed,12/Aug/19 13:16,16/Nov/19 14:48,
Bug,SPARK-29127,13257241,"Add a Python, Pandas and PyArrow versions in clue at SQL query tests",hyukjin.kwon,hyukjin.kwon,Major,Resolved,Fixed,18/Sep/19 00:29,16/Nov/19 08:30,
Bug,SPARK-29888,13268211,New interval string parser parse '.111 seconds' to null ,Qin Yao,Qin Yao,Major,Resolved,Fixed,14/Nov/19 07:07,15/Nov/19 05:37,
Bug,SPARK-29778,13266663,saveAsTable append mode is not passing writer options,SpaceRangerWes,brkyvz,Critical,Resolved,Fixed,06/Nov/19 19:58,13/Nov/19 22:13,
Bug,SPARK-29789,13266830,should not parse the bucket column name again when creating v2 tables,cloud_fan,cloud_fan,Major,Resolved,Fixed,07/Nov/19 13:33,13/Nov/19 00:06,
Bug,SPARK-29850,13267497,sort-merge-join an empty table should not memory leak,cloud_fan,cloud_fan,Major,Resolved,Fixed,11/Nov/19 14:55,12/Nov/19 17:14,
Bug,SPARK-29755,13266286,ClassCastException occurs when reading events from SHS,kabhwan,kabhwan,Major,Resolved,Fixed,05/Nov/19 09:05,12/Nov/19 01:20,
Bug,SPARK-29822,13267335,Cast error when there are spaces between signs and values,Qin Yao,Qin Yao,Major,Resolved,Fixed,10/Nov/19 08:31,11/Nov/19 13:55,
Bug,SPARK-29798,13267005,Infers bytes as binary type in Python 3 at PySpark,hyukjin.kwon,hyukjin.kwon,Major,Resolved,Fixed,08/Nov/19 02:46,09/Nov/19 11:44,
Bug,SPARK-29784,13266734,Built in function trim is not compatible in 3.0 with previous version,,abhishek.akg,Major,Resolved,Invalid,07/Nov/19 05:56,08/Nov/19 07:44,
Bug,SPARK-29041,13255994,Allow createDataFrame to accept bytes as binary type,hyukjin.kwon,hyukjin.kwon,Major,Resolved,Fixed,10/Sep/19 23:09,08/Nov/19 02:53,
Bug,SPARK-29796,13266882,HiveExternalCatalogVersionsSuite` should ignore preview release,dongjoon,dongjoon,Blocker,Resolved,Fixed,07/Nov/19 18:13,07/Nov/19 23:25,
Bug,SPARK-29642,13265135,ContinuousMemoryStream throws error on String type,kabhwan,kabhwan,Major,Resolved,Fixed,29/Oct/19 22:10,06/Nov/19 20:17,
Bug,SPARK-29571,13264032,Fix UT in  AllExecutionsPageSuite class,Ankitraj,Ankitraj,Minor,Closed,Fixed,23/Oct/19 14:16,06/Nov/19 18:30,
Bug,SPARK-29622,13264819,do not allow leading 'interval' in the interval string format,cloud_fan,cloud_fan,Major,Resolved,Won't Fix,28/Oct/19 13:48,05/Nov/19 07:41,
Bug,SPARK-29742,13266117,dev/lint-java cann't check all code we will use,angerszhuuu,angerszhuuu,Major,Resolved,Fixed,04/Nov/19 13:24,04/Nov/19 17:09,
Bug,SPARK-29353,13260488,AlterTableAlterColumnStatement should fallback to v1 AlterTableChangeColumnCommand,viirya,cloud_fan,Major,Resolved,Fixed,04/Oct/19 02:39,04/Nov/19 07:57,
Bug,SPARK-29277,13259396,DataSourceV2: Add early filter and projection pushdown,rdblue,rdblue,Major,Resolved,Fixed,28/Sep/19 01:19,31/Oct/19 20:25,
Bug,SPARK-29666,13265359,Release script fail to publish release under dry run mode,jiangxb1987,jiangxb1987,Major,Resolved,Fixed,30/Oct/19 18:17,30/Oct/19 23:16,
Bug,SPARK-29653,13265245,Fix MICROS_PER_MONTH in IntervalUtils,Qin Yao,Qin Yao,Minor,Resolved,Fixed,30/Oct/19 09:35,30/Oct/19 15:09,
Bug,SPARK-29627,13264940,array_contains should allow column instances in PySpark,,hyukjin.kwon,Minor,Resolved,Fixed,29/Oct/19 03:16,30/Oct/19 05:20,
Bug,SPARK-29637,13265003,SHS Endpoint /applications/<app_id>/jobs/ doesn't include description,gsomogyi,gsomogyi,Minor,Resolved,Fixed,29/Oct/19 10:29,29/Oct/19 19:06,
Bug,SPARK-29614,13264664,Failure of DateTimeUtilsSuite and TimestampFormatterSuite,maxgekk,maxgekk,Major,Resolved,Fixed,27/Oct/19 09:59,28/Oct/19 17:48,
Bug,SPARK-29580,13264142,Add kerberos debug messages for Kafka secure tests,gsomogyi,dongjoon,Major,Resolved,Fixed,23/Oct/19 23:24,28/Oct/19 08:55,
Bug,SPARK-29467,13262224,dev/merge_spark_pr.py fails on CAPTCHA,,shaneknapp,Minor,Resolved,Not A Problem,14/Oct/19 20:38,26/Oct/19 22:34,
Bug,SPARK-29490,13262547,Reset 'WritableColumnVector' in 'RowToColumnarExec',rongma,rongma,Major,Resolved,Fixed,16/Oct/19 07:56,26/Oct/19 06:13,
Bug,SPARK-29530,13263465,SparkSession.sql() method parse process not under current sparksession's conf,angerszhuuu,angerszhuuu,Major,Resolved,Fixed,21/Oct/19 06:10,25/Oct/19 02:29,
Bug,SPARK-21287,13084233,Cannot use Int.MIN_VALUE as Spark SQL fetchsize,wwg28103,maver1ck,Major,Resolved,Fixed,03/Jul/17 12:33,25/Oct/19 00:11,
Bug,SPARK-29027,13255753,KafkaDelegationTokenSuite fails,gsomogyi,koert,Minor,Resolved,Fixed,09/Sep/19 22:40,23/Oct/19 23:24,
Bug,SPARK-29552,13263776,Fix the flaky test failed in AdaptiveQueryExecSuite # multiple joins,Jk_Self,Jk_Self,Major,Resolved,Fixed,22/Oct/19 11:17,23/Oct/19 20:38,
Bug,SPARK-29538,13263566,Test failure: org.apache.spark.sql.execution.adaptive.AdaptiveQueryExecSuite.multiple joins,,kabhwan,Major,Resolved,Duplicate,21/Oct/19 14:33,23/Oct/19 20:38,
Bug,SPARK-29324,13260042,saveAsTable with overwrite mode results in metadata loss,,karup1990,Major,Resolved,Not A Problem,02/Oct/19 04:54,23/Oct/19 07:25,
Bug,SPARK-29560,13263856,Add typesafe bintray repo for sbt-mima-plugin,dongjoon,dongjoon,Blocker,Resolved,Fixed,22/Oct/19 18:11,23/Oct/19 05:06,
Bug,SPARK-29556,13263814,Avoid including path in error response from REST submission server,srowen,srowen,Minor,Resolved,Fixed,22/Oct/19 14:05,22/Oct/19 21:23,
Bug,SPARK-29379,13261035,"SHOW FUNCTIONS don't show '!=', '<>' , 'between', 'case'",angerszhuuu,angerszhuuu,Major,Resolved,Fixed,08/Oct/19 05:58,20/Oct/19 06:05,
Bug,SPARK-29502,13262903,typed interval expression should fail for invalid format,cloud_fan,cloud_fan,Major,Resolved,Fixed,17/Oct/19 16:37,18/Oct/19 23:24,
Bug,SPARK-29014,13255376,"DataSourceV2: Clean up current, default, and session catalog uses",imback82,rdblue,Blocker,Resolved,Fixed,06/Sep/19 21:46,18/Oct/19 14:48,
Bug,SPARK-29283,13259482,"Error message is hidden when query from JDBC, especially enabled adaptive execution",cltlfcjin,cltlfcjin,Major,Resolved,Fixed,29/Sep/19 06:33,17/Oct/19 02:55,
Bug,SPARK-29442,13261842,Set `default` mode should override the existing mode,dongjoon,dongjoon,Minor,Resolved,Fixed,11/Oct/19 17:16,14/Oct/19 20:49,
Bug,SPARK-29129,13257271,Test failure: org.apache.spark.sql.hive.JavaDataFrameSuite (hadoop-2.7/JDK 11 combination),,kabhwan,Major,Resolved,Invalid,18/Sep/19 05:15,13/Oct/19 22:50,
Bug,SPARK-29359,13260625,Better exception handling in SQLQueryTestSuite and ThriftServerQueryTestSuite,petertoth,petertoth,Minor,Resolved,Fixed,04/Oct/19 19:11,13/Oct/19 08:15,
Bug,SPARK-29433,13261650,Web UI Stages table tooltip correction,planga82,planga82,Trivial,Resolved,Fixed,10/Oct/19 21:27,12/Oct/19 15:34,
Bug,SPARK-29078,13256612,Spark shell fails if read permission is not granted to hive warehouse directory,,misutoth,Major,Resolved,Not A Problem,13/Sep/19 20:25,11/Oct/19 06:17,
Bug,SPARK-29373,13260930,DataSourceV2: Commands should not submit a spark job.,imback82,imback82,Blocker,Resolved,Fixed,07/Oct/19 16:55,09/Oct/19 03:45,
Bug,SPARK-27468,13228166,"""Storage Level"" in ""RDD Storage Page"" is not correct",vanzin,zsxwing,Major,Resolved,Fixed,15/Apr/19 17:22,07/Oct/19 21:12,
Bug,SPARK-29139,13257285,Flaky test: org.apache.spark.SparkContextSuite.test gpu driver resource files and discovery under local-cluster mode,kabhwan,kabhwan,Major,Resolved,Fixed,18/Sep/19 05:43,07/Oct/19 05:04,
Bug,SPARK-29357,13260546,Fix the flaky test in DataFrameSuite,XuanYuan,XuanYuan,Minor,Resolved,Fixed,04/Oct/19 09:54,05/Oct/19 02:40,
Bug,SPARK-25753,13192089,binaryFiles broken for small files,10110346,10110346,Minor,Resolved,Fixed,17/Oct/18 01:01,04/Oct/19 20:51,
Bug,SPARK-29350,13260336,Fix BroadcastExchange reuse in Dynamic Partition Pruning,maryannxue,maryannxue,Major,Resolved,Fixed,03/Oct/19 16:28,03/Oct/19 23:12,
Bug,SPARK-28583,13248145,Subqueries should not call `onUpdatePlan` in Adaptive Query Execution,maryannxue,maryannxue,Major,Resolved,Fixed,31/Jul/19 16:16,03/Oct/19 22:14,
Bug,SPARK-29322,13260029,History server is stuck reading incomplete event log file compressed with zstd,kabhwan,kabhwan,Major,Resolved,Fixed,02/Oct/19 02:49,03/Oct/19 13:31,
Bug,SPARK-28215,13242303,as_tibble was removed from Arrow R API,viirya,viirya,Major,Resolved,Fixed,29/Jun/19 16:02,03/Oct/19 03:00,
Bug,SPARK-26283,13202608,"When zstd compression enabled, Inprogress application in the history server appUI showing finished job as running",shahid,abhishek.akg,Major,Resolved,Fixed,05/Dec/18 18:17,02/Oct/19 05:53,
Bug,SPARK-29022,13255612,SparkSQLCLI can not use 'ADD JAR' 's jar as Serde class,angerszhuuu,angerszhuuu,Major,Resolved,Fixed,09/Sep/19 11:43,01/Oct/19 15:10,
Bug,SPARK-29172,13257592,Fix some exception issue of explain commands,T.Komiyama,T.Komiyama,Minor,Resolved,Fixed,19/Sep/19 07:45,29/Sep/19 15:42,
Bug,SPARK-29281,13259411,Examples in Like/RLike doesn't consider the default value of spark.sql.parser.escapedStringLiterals,kabhwan,kabhwan,Minor,Resolved,Fixed,28/Sep/19 06:46,28/Sep/19 22:42,
Bug,SPARK-29239,13258712,Subquery should not cause NPE when eliminating subexpression,viirya,viirya,Major,Resolved,Resolved,25/Sep/19 07:28,28/Sep/19 19:15,
Bug,SPARK-29082,13256645,Spark driver cannot start with only delegation tokens,vanzin,vanzin,Major,Resolved,Fixed,13/Sep/19 23:38,27/Sep/19 15:09,
Bug,SPARK-29270,13259191,Run HiveSparkSubmitSuite with hive jars use maven 3.1.2 won't stop then timeout,,angerszhuuu,Major,Resolved,Duplicate,27/Sep/19 06:26,27/Sep/19 07:16,
Bug,SPARK-27715,13233382,SQL query details in UI dose not show in correct format.,uncleGen,uncleGen,Minor,Resolved,Fixed,15/May/19 06:05,27/Sep/19 04:07,
Bug,SPARK-29202,13258133,--driver-java-options are not passed to driver process in yarn client mode,sandeep.katta2007,sandeep.katta2007,Major,Resolved,Fixed,22/Sep/19 06:03,26/Sep/19 22:51,
Bug,SPARK-29264,13259130,Incorrect example for the RLike expression,,maxgekk,Minor,Resolved,Won't Fix,26/Sep/19 20:34,26/Sep/19 20:59,
Bug,SPARK-29249,13258907,DataFrameWriterV2 should not allow setting table properties for existing tables,rdblue,rdblue,Major,Resolved,Fixed,25/Sep/19 22:41,26/Sep/19 16:11,
Bug,SPARK-29230,13258573,Fix NullPointerException in the test class ProcfsMetricsGetterSuite,sev7e0,sev7e0,Minor,Closed,Fixed,24/Sep/19 14:53,25/Sep/19 06:41,
Bug,SPARK-29229,13258543,Change the additional remote repository in IsolatedClientLoader to google minor,XuanYuan,XuanYuan,Major,Resolved,Fixed,24/Sep/19 12:26,25/Sep/19 01:50,
Bug,SPARK-29210,13258228,Spark 3.0 Migration guide should contain the details of to_utc_timestamp function and from_utc_timestamp,,abhishek.akg,Major,Resolved,Won't Fix,23/Sep/19 06:39,24/Sep/19 13:07,
Bug,SPARK-29218,13258366,Increase `Show Additional Metrics` checkbox width in StagePage,sarutak,sarutak,Minor,Resolved,Fixed,23/Sep/19 17:40,24/Sep/19 06:57,
Bug,SPARK-28599,13248469,Fix `Execution Time` and `Duration` column sorting for ThriftServerSessionPage,yumwang,yumwang,Minor,Resolved,Fixed,02/Aug/19 02:41,23/Sep/19 22:09,
Bug,SPARK-25903,13195475,Flaky test: BarrierTaskContextSuite.throw exception on barrier() call timeout,viirya,vanzin,Major,Resolved,Fixed,31/Oct/18 20:08,23/Sep/19 16:16,
Bug,SPARK-29140,13257286,"Flaky test: org.apache.spark.sql.hive.execution.ObjectHashAggregateSuite.randomized aggregation test - [with partial + unsafe, with distinct] - with grouping keys",kabhwan,kabhwan,Major,Resolved,Fixed,18/Sep/19 05:44,21/Sep/19 08:07,
Bug,SPARK-29062,13256233,Add V1_BATCH_WRITE to the TableCapabilityChecks in the Analyzer,brkyvz,brkyvz,Major,Resolved,Fixed,12/Sep/19 00:45,20/Sep/19 14:05,
Bug,SPARK-29134,13257277,Flaky test: org.apache.spark.sql.execution.SQLExecutionSuite.concurrent query execution with fork-join pool (SPARK-13747),,kabhwan,Major,Resolved,Invalid,18/Sep/19 05:32,20/Sep/19 03:09,
Bug,SPARK-29133,13257276,Flaky test: org.apache.spark.sql.execution.datasources.orc.OrcV1SchemaPruningSuite,,kabhwan,Major,Resolved,Invalid,18/Sep/19 05:31,20/Sep/19 03:03,
Bug,SPARK-29132,13257274,Flaky test: org.apache.spark.sql.execution.SQLJsonProtocolSuite.SparkListenerSQLExecutionEnd backward compatibility,,kabhwan,Major,Resolved,Invalid,18/Sep/19 05:27,20/Sep/19 03:02,
Bug,SPARK-29131,13257273,Flaky test: org.apache.spark.sql.execution.datasources.parquet.ParquetV1PartitionDiscoverySuite,,kabhwan,Major,Resolved,Invalid,18/Sep/19 05:21,20/Sep/19 03:02,
Bug,SPARK-26989,13217950,Flaky test:DAGSchedulerSuite.Barrier task failures from the same stage attempt don't trigger multiple stage retries,kabhwan,vanzin,Major,Resolved,Fixed,26/Feb/19 00:08,18/Sep/19 22:40,
Bug,SPARK-29105,13256991,SHS may delete driver log file of in progress application,vanzin,vanzin,Minor,Resolved,Fixed,17/Sep/19 00:02,18/Sep/19 16:12,
Bug,SPARK-26565,13208161,modify dev/create-release/release-build.sh to let jenkins build packages w/o publishing,shaneknapp,shaneknapp,Major,Resolved,Not A Problem,07/Jan/19 22:46,17/Sep/19 23:49,
Bug,SPARK-29100,13256947,Codegen with switch in InSet expression causes compilation error,viirya,viirya,Major,Resolved,Fixed,16/Sep/19 18:47,17/Sep/19 04:02,
Bug,SPARK-29090,13256727,Invalid patterns of seconds fractions in functions comments,,maxgekk,Trivial,Resolved,Won't Fix,15/Sep/19 11:13,15/Sep/19 11:56,
Bug,SPARK-29045,13256014,Test failed due to table already exists in SQLMetricsSuite,cltlfcjin,cltlfcjin,Minor,Resolved,Fixed,11/Sep/19 02:15,14/Sep/19 21:55,
Bug,SPARK-24663,13168505,"Flaky test: StreamingContextSuite ""stop slow receiver gracefully""",kabhwan,vanzin,Minor,Resolved,Fixed,27/Jun/18 00:05,14/Sep/19 21:36,
Bug,SPARK-29007,13255217,Possible leak of SparkContext in tests / test suites initializing StreamingContext,kabhwan,kabhwan,Minor,Resolved,Fixed,06/Sep/19 09:49,13/Sep/19 20:32,
Bug,SPARK-29056,13256142,ThriftServerSessionPage displays 1970/01/01 for queries that are not finished and not closed,juliuszsompolski,juliuszsompolski,Major,Resolved,Fixed,11/Sep/19 15:21,13/Sep/19 16:44,
Bug,SPARK-28906,13253587,`bin/spark-submit --version` shows incorrect info,kiszk,vanzin,Minor,Resolved,Fixed,28/Aug/19 23:25,11/Sep/19 15:09,
Bug,SPARK-26598,13208913,Fix HiveThriftServer2 set hiveconf and hivevar in every sql,dzcxzl,wangtao93,Major,Resolved,Fixed,11/Jan/19 03:31,11/Sep/19 02:30,
Bug,SPARK-28657,13249620,Fix currentContext Instance failed sometimes,hongdongdong,hongdongdong,Minor,Resolved,Fixed,08/Aug/19 09:40,09/Sep/19 23:45,
Bug,SPARK-28214,13242258,Flaky test: org.apache.spark.streaming.CheckpointSuite.basic rdd checkpoints + dstream graph checkpoint recovery,kabhwan,vanzin,Major,Resolved,Fixed,29/Jun/19 00:01,09/Sep/19 23:20,
Bug,SPARK-28903,13253548,Fix AWS JDK version conflict that breaks Pyspark Kinesis tests,srowen,srowen,Major,Resolved,Fixed,28/Aug/19 17:11,09/Sep/19 12:43,
Bug,SPARK-28967,13254538,ConcurrentModificationException is thrown from EventLoggingListener,kabhwan,kabhwan,Minor,Resolved,Fixed,04/Sep/19 02:35,06/Sep/19 19:57,
Bug,SPARK-28964,13254475,saveAsTable doesn't pass in the data source information for V2 nodes,brkyvz,brkyvz,Major,Resolved,Fixed,03/Sep/19 20:37,05/Sep/19 07:29,
Bug,SPARK-28931,13253959,Fix couple of bugs in FsHistoryProviderSuite,kabhwan,kabhwan,Minor,Resolved,Fixed,30/Aug/19 14:57,04/Sep/19 18:06,
Bug,SPARK-28628,13248910,Support namespaces in V2SessionCatalog,rdblue,rdblue,Major,Resolved,Fixed,05/Aug/19 16:03,03/Sep/19 20:19,
Bug,SPARK-28960,13254418,maven 3.6.1 gone from apache maven repo,,tgraves,Blocker,Resolved,Duplicate,03/Sep/19 15:39,03/Sep/19 19:40,
Bug,SPARK-27336,13225283,Incorrect DataSet.summary() result,,Gengliang.Wang,Major,Resolved,Won't Fix,01/Apr/19 13:23,02/Sep/19 06:26,
Bug,SPARK-27992,13238638,PySpark socket server should sync with JVM connection thread future,bryanc,bryanc,Blocker,Resolved,Fixed,10/Jun/19 21:46,02/Sep/19 06:13,
Bug,SPARK-28642,13249321,Hide credentials in show create table,yumwang,yumwang,Major,Resolved,Fixed,07/Aug/19 10:25,01/Sep/19 06:28,
Bug,SPARK-28309,13243792,AppVeyor fails to install testthat (1.0.2) due to previously installed testthat (2.1.0) due to devtools,hyukjin.kwon,hyukjin.kwon,Major,Resolved,Fixed,09/Jul/19 01:11,31/Aug/19 22:53,
Bug,SPARK-28876,13253036,fallBackToHdfs should not support Hive partitioned table,yumwang,yumwang,Major,Resolved,Fixed,26/Aug/19 13:26,27/Aug/19 13:39,
Bug,SPARK-28868,13252894,Specify Jekyll version to 3.8.6 in release docker image,dongjoon,dongjoon,Blocker,Resolved,Fixed,25/Aug/19 20:13,25/Aug/19 22:39,
Bug,SPARK-28839,13252141,ExecutorMonitor$Tracker NullPointerException,hyukjin.kwon,yumwang,Major,Resolved,Fixed,21/Aug/19 14:13,23/Aug/19 23:17,
Bug,SPARK-28780,13251785,Delete the incorrect setWeightCol method in LinearSVCModel,podongfeng,podongfeng,Minor,Resolved,Fixed,20/Aug/19 08:52,22/Aug/19 07:20,
Bug,SPARK-28844,13252247,Fix typo in SQLConf FILE_COMRESSION_FACTOR,,ZhangYao,Major,Resolved,Fixed,22/Aug/19 02:03,22/Aug/19 07:10,
Bug,SPARK-28774,13251641,ReusedExchangeExec cannot be columnar,revans2,revans2,Major,Resolved,Fixed,19/Aug/19 16:54,21/Aug/19 10:13,
Bug,SPARK-28662,13249665,Create Hive Partitioned Table without  specifying data type for  partition columns will success unexpectedly,lidinghao,lidinghao,Minor,Resolved,Fixed,08/Aug/19 13:38,20/Aug/19 06:42,
Bug,SPARK-28775,13251687,DateTimeUtilsSuite fails for JDKs using the tzdata2018i or newer timezone database,srowen,hvanhovell,Major,Resolved,Fixed,19/Aug/19 21:04,20/Aug/19 00:56,
